store_id,store_name,category_name,day_of_week,business_month,revenue_inr
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Thursday,2024-10,40506.22
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Tuesday,2024-10,47581.47
S12,Annapurna Salt Lake,Frozen & Ready to Eat,Wednesday,2024-10,42995.87
S12,Annapurna Salt Lake,Fruits & Vegetables,Friday,2024-10,20311.19
S12,Annapurna Salt Lake,Fruits & Vegetables,Monday,2024-10,12169.82
S12,Annapurna Salt Lake,Fruits & Vegetables,Saturday,2024-10,26866.16
S12,Annapurna Salt Lake,Fruits & Vegetables,Sunday,2024-10,20434.57
S12,Annapurna Salt Lake,Fruits & Vegetables,Thursday,2024-10,17037.55
S12,Annapurna Salt Lake,Fruits & Vegetables,Tuesday,2024-10,20774.26
S12,Annapurna Salt Lake,Fruits & Vegetables,Wednesday,2024-10,14020.02
S12,Annapurna Salt Lake,Home Care,Friday,2024-10,31919.64
S12,Annapurna Salt Lake,Home Care,Monday,2024-10,33324.61
S12,Annapurna Salt Lake,Home Care,Saturday,2024-10,46815.74
S12,Annapurna Salt Lake,Home Care,Sunday,2024-10,37754.15
S12,Annapurna Salt Lake,Home Care,Thursday,2024-10,32142.66
S12,Annapurna Salt Lake,Home Care,Tuesday,2024-10,40834.18
S12,Annapurna Salt Lake,Home Care,Wednesday,2024-10,30920.25
S12,Annapurna Salt Lake,Personal Care,Friday,2024-10,40132.12
S12,Annapurna Salt Lake,Personal Care,Monday,2024-10,39260.57
S12,Annapurna Salt Lake,Personal Care,Saturday,2024-10,71574.87
S12,Annapurna Salt Lake,Personal Care,Sunday,2024-10,56502.43
S12,Annapurna Salt Lake,Personal Care,Thursday,2024-10,49681.98
S12,Annapurna Salt Lake,Personal Care,Tuesday,2024-10,49255.75
S12,Annapurna Salt Lake,Personal Care,Wednesday,2024-10,36431.73
S12,Annapurna Salt Lake,Spices & Masala,Friday,2024-10,19665.59
S12,Annapurna Salt Lake,Spices & Masala,Monday,2024-10,18129.71
S12,Annapurna Salt Lake,Spices & Masala,Saturday,2024-10,27724.31
S12,Annapurna Salt Lake,Spices & Masala,Sunday,2024-10,26564.51
S12,Annapurna Salt Lake,Spices & Masala,Thursday,2024-10,21086.33
S12,Annapurna Salt Lake,Spices & Masala,Tuesday,2024-10,26182.38
S12,Annapurna Salt Lake,Spices & Masala,Wednesday,2024-10,15641.40
S12,Annapurna Salt Lake,Staples & Grains,Friday,2024-10,90811.25
S12,Annapurna Salt Lake,Staples & Grains,Monday,2024-10,83252.16
S12,Annapurna Salt Lake,Staples & Grains,Saturday,2024-10,178491.67
S12,Annapurna Salt Lake,Staples & Grains,Sunday,2024-10,123421.72
S12,Annapurna Salt Lake,Staples & Grains,Thursday,2024-10,126166.80
S12,Annapurna Salt Lake,Staples & Grains,Tuesday,2024-10,156812.27
S12,Annapurna Salt Lake,Staples & Grains,Wednesday,2024-10,165158.10
S12,Annapurna Salt Lake,Stationery & General,Friday,2024-10,35724.93
S12,Annapurna Salt Lake,Stationery & General,Monday,2024-10,24077.17
S12,Annapurna Salt Lake,Stationery & General,Saturday,2024-10,46942.44
S12,Annapurna Salt Lake,Stationery & General,Sunday,2024-10,40392.83
S12,Annapurna Salt Lake,Stationery & General,Thursday,2024-10,30329.78
S12,Annapurna Salt Lake,Stationery & General,Tuesday,2024-10,38852.64
S12,Annapurna Salt Lake,Stationery & General,Wednesday,2024-10,37194.62
